id,title,upload_date,air_date,era,type,series,episode,url,thumbnail,members,subtitles,duration_sec,description,status,view_count,like_count
bomb-080,[BANGTAN BOMB] j-hope visits HYBE INSIGHT - BTS (방탄소년단),2021-08-25,2021-08-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=r3RysEam6aM,https://img.youtube.com/vi/r3RysEam6aM/hqdefault.jpg,J-Hope,,442,,active,5118134,972549
bomb-081,[BANGTAN BOMB] RM’s Love for Palaces - BTS (방탄소년단),2021-08-20,2021-08-20,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=lv_OdEKsCSI,https://img.youtube.com/vi/lv_OdEKsCSI/hqdefault.jpg,RM,,184,,active,3020559,670186
bomb-082,[BANGTAN BOMB] Dynamite at the Roller Skating Rink - BTS (방탄소년단),2021-08-13,2021-08-13,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=4jOm_H6QAtE,https://img.youtube.com/vi/4jOm_H6QAtE/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,204,,active,7633167,1015065
bomb-083,[BANGTAN BOMB] What Happened at the Roller Skating Rink? - BTS (방탄소년단),2021-08-13,2021-08-13,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=pLWIo_QoHfA,https://img.youtube.com/vi/pLWIo_QoHfA/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,188,,active,9223334,988742
bomb-084,[BANGTAN BOMB] All It Takes Is a Light to Entertain BTS - BTS (방탄소년단),2021-08-11,2021-08-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=9Xx0CDtqPy0,https://img.youtube.com/vi/9Xx0CDtqPy0/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,75,,active,5150355,903808
bomb-085,[BANGTAN BOMB] BTS Enjoys Ice Cream - BTS (방탄소년단),2021-08-05,2021-08-05,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=5LfN6_5fEMU,https://img.youtube.com/vi/5LfN6_5fEMU/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,112,,active,10480305,1272534
bomb-086,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (Jung Kook focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=1sdE7ajEzWI,https://img.youtube.com/vi/1sdE7ajEzWI/hqdefault.jpg,Jungkook,,198,,active,13422633,929738
bomb-087,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (V focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=y176FDJJD84,https://img.youtube.com/vi/y176FDJJD84/hqdefault.jpg,V,,198,,active,12518348,654214
bomb-088,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (Jimin focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=kaLyLpXfz1g,https://img.youtube.com/vi/kaLyLpXfz1g/hqdefault.jpg,Jimin,,198,,active,4677948,525771
bomb-089,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (j-hope focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=QtsQDTxWP2I,https://img.youtube.com/vi/QtsQDTxWP2I/hqdefault.jpg,J-Hope,,198,,active,2137265,414324
bomb-090,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (SUGA focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=86vao99oI7c,https://img.youtube.com/vi/86vao99oI7c/hqdefault.jpg,Suga,,198,,active,2209839,432271
bomb-091,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (Jin focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=kLj74BUIhrE,https://img.youtube.com/vi/kLj74BUIhrE/hqdefault.jpg,Jin,,198,,active,2481990,421207
bomb-092,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (RM focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=GThrI7qyPk0,https://img.youtube.com/vi/GThrI7qyPk0/hqdefault.jpg,RM,,198,,active,1921013,538444
bomb-093,[BANGTAN BOMB] ‘Permission to Dance’ Stage CAM (BTS focus) @ P. to. D PROJECT - BTS (방탄소년단),2021-07-25,2021-07-25,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=0qF2pF09lmo,https://img.youtube.com/vi/0qF2pF09lmo/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,198,,active,8864830,995494
bomb-094,[BANGTAN BOMB] 'Permission to Dance' MV Reaction - BTS (방탄소년단),2021-07-15,2021-07-15,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=aNesXheELPY,https://img.youtube.com/vi/aNesXheELPY/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,359,,active,12908124,1626583
bomb-095,[BANGTAN BOMB] ‘Butter’ Album Unboxing - BTS (방탄소년단),2021-07-11,2021-07-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=s3cJxUop66E,https://img.youtube.com/vi/s3cJxUop66E/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,1387,,active,8210404,1221502
bomb-096,[BANGTAN BOMB] Butter in 노래방 Behind the Scenes - BTS (방탄소년단),2021-07-06,2021-07-06,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=pBu39NYCfOQ,https://img.youtube.com/vi/pBu39NYCfOQ/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,700,,active,25042521,1851916
bomb-097,[BANGTAN BOMB] ‘Butter’ Stage CAM (Jung Kook focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=ZbWufTiEUx8,https://img.youtube.com/vi/ZbWufTiEUx8/hqdefault.jpg,Jungkook,,171,,active,14723878,952340
bomb-098,[BANGTAN BOMB] ‘Butter’ Stage CAM (V focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=R2FhQg57LaE,https://img.youtube.com/vi/R2FhQg57LaE/hqdefault.jpg,V,,171,,active,17706213,985404
bomb-099,[BANGTAN BOMB] ‘Butter’ Stage CAM (Jimin focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=9EGlhD4KKqQ,https://img.youtube.com/vi/9EGlhD4KKqQ/hqdefault.jpg,Jimin,,171,,active,6531442,664357
bomb-100,[BANGTAN BOMB] ‘Butter’ Stage CAM (j-hope focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=hcTqUj2HHkY,https://img.youtube.com/vi/hcTqUj2HHkY/hqdefault.jpg,J-Hope,,171,,active,2988198,543392
bomb-101,[BANGTAN BOMB] ‘Butter’ Stage CAM (SUGA focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=26kdQJhtfA8,https://img.youtube.com/vi/26kdQJhtfA8/hqdefault.jpg,Suga,,171,,active,3254197,582181
bomb-102,[BANGTAN BOMB] ‘Butter’ Stage CAM (Jin focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=26SBINrF5BU,https://img.youtube.com/vi/26SBINrF5BU/hqdefault.jpg,Jin,,171,,active,5376965,590633
bomb-103,[BANGTAN BOMB] ‘Butter’ Stage CAM (RM focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=WhqNDk51f5w,https://img.youtube.com/vi/WhqNDk51f5w/hqdefault.jpg,RM,,171,,active,2879968,585401
bomb-104,[BANGTAN BOMB] ‘Butter’ Stage CAM (BTS focus) @ SiriusXM - BTS (방탄소년단),2021-07-03,2021-07-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=9bdi7ehSuBA,https://img.youtube.com/vi/9bdi7ehSuBA/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,172,,active,4547463,666909
bomb-105,[BANGTAN BOMB] Live Guitar Show at the Roller Rink - BTS (방탄소년단),2021-06-19,2021-06-19,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=CYYFiP7Tc8Y,https://img.youtube.com/vi/CYYFiP7Tc8Y/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,190,,active,6150832,1239317
bomb-106,[BANGTAN BOMB] 2021 FESTA Exam Behind the Scenes - BTS (방탄소년단),2021-06-10,2021-06-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=QlAPYyVue-g,https://img.youtube.com/vi/QlAPYyVue-g/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,1166,,active,8265393,1240752
bomb-107,"[BANGTAN BOMB] Bickering Over a Camera, and the Winner Is? - BTS (방탄소년단)",2021-05-15,2021-05-15,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=Dcxy4QiYknU,https://img.youtube.com/vi/Dcxy4QiYknU/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,75,,active,4797347,885317
bomb-108,[BANGTAN BOMB] BTS's Announcement - BTS (방탄소년단),2021-05-11,2021-05-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=EwCJdQa7C2s,https://img.youtube.com/vi/EwCJdQa7C2s/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,160,,active,5907024,1134852
bomb-109,[BANGTAN BOMB] BTS Plays Basketball  - BTS (방탄소년단),2021-05-08,2021-05-08,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=nKMkixtWQ-c,https://img.youtube.com/vi/nKMkixtWQ-c/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,170,,active,5655176,996652
bomb-110,[BANGTAN BOMB] Director Jimin - BTS (방탄소년단),2021-05-04,2021-05-04,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=O2nLQg48ohg,https://img.youtube.com/vi/O2nLQg48ohg/hqdefault.jpg,Jimin,,109,,active,5369634,1079083
bomb-111,[BANGTAN BOMB] Help V Choose a Pair of Sunglasses - BTS (방탄소년단),2021-04-29,2021-04-29,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=H2I66UGgouI,https://img.youtube.com/vi/H2I66UGgouI/hqdefault.jpg,V,,129,,active,8422274,1219794
bomb-112,[BANGTAN BOMB] Choreographers BTS - BTS (방탄소년단),2021-04-10,2021-04-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=4WXXL_JJqpE,https://img.youtube.com/vi/4WXXL_JJqpE/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,177,,active,8591837,1050102
bomb-113,[BANGTAN BOMB] Playful Bangtanies - BTS (방탄소년단),2021-04-02,2021-04-02,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=8qvf9PHCVmY,https://img.youtube.com/vi/8qvf9PHCVmY/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,127,,active,5268846,870685
bomb-114,[BANGTAN BOMB] Jimin and Helium Balloons - BTS (방탄소년단),2021-03-31,2021-03-31,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=NqsigGNAcx0,https://img.youtube.com/vi/NqsigGNAcx0/hqdefault.jpg,Jimin,,107,,active,9201689,1151533
bomb-115,[BANGTAN BOMB] Jimin vs V Pool Game - BTS (방탄소년단),2021-03-26,2021-03-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=V24ycrOBAG0,https://img.youtube.com/vi/V24ycrOBAG0/hqdefault.jpg,Jimin|V,,224,,active,4900764,893507
bomb-116,[BANGTAN BOMB] 'Life Goes On' Stage CAM (Jung Kook & RM focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=2KPh9vWLjcQ,https://img.youtube.com/vi/2KPh9vWLjcQ/hqdefault.jpg,RM|Jungkook,,214,,active,2550127,344875
bomb-117,[BANGTAN BOMB] 'Life Goes On' Stage CAM (SUGA & Jin & V focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=EctDGOtPXJU,https://img.youtube.com/vi/EctDGOtPXJU/hqdefault.jpg,Jin|Suga|V,,214,,active,1208403,226675
bomb-118,[BANGTAN BOMB] 'Life Goes On' Stage CAM (Jimin & j-hope focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=KbkWeK25h40,https://img.youtube.com/vi/KbkWeK25h40/hqdefault.jpg,J-Hope|Jimin,,213,,active,972421,211184
bomb-119,[BANGTAN BOMB] 'Life Goes On' Stage CAM (BTS focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=1eoDy34h0_g,https://img.youtube.com/vi/1eoDy34h0_g/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,213,,active,1226812,236522
bomb-120,[BANGTAN BOMB] 'Telepathy' Stage CAM (Jin focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=GP5EgVMh1Fw,https://img.youtube.com/vi/GP5EgVMh1Fw/hqdefault.jpg,Jin,,213,,active,1409964,260730
bomb-121,[BANGTAN BOMB] 'Telepathy' Stage CAM (Jimin focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=OE3snXYxkxQ,https://img.youtube.com/vi/OE3snXYxkxQ/hqdefault.jpg,Jimin,,213,,active,1801715,293289
bomb-122,[BANGTAN BOMB] 'Telepathy' Stage CAM (RM focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=yQR6fOYOZKE,https://img.youtube.com/vi/yQR6fOYOZKE/hqdefault.jpg,RM,,213,,active,645005,195929
bomb-123,[BANGTAN BOMB] 'Telepathy' Stage CAM (Jung Kook focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=xmwWv_4JRUs,https://img.youtube.com/vi/xmwWv_4JRUs/hqdefault.jpg,Jungkook,,213,,active,1733384,316058
bomb-124,[BANGTAN BOMB] 'Telepathy' Stage CAM (V focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=enIuvj8G0-Y,https://img.youtube.com/vi/enIuvj8G0-Y/hqdefault.jpg,V,,213,,active,2431007,442941
bomb-125,[BANGTAN BOMB] 'Telepathy' Stage CAM (j-hope focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=hi5DfRf7Ptg,https://img.youtube.com/vi/hi5DfRf7Ptg/hqdefault.jpg,J-Hope,,213,,active,923161,270219
bomb-126,[BANGTAN BOMB] 'Telepathy' Stage CAM (SUGA focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-11,2021-03-11,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=2aRkF_0at5I,https://img.youtube.com/vi/2aRkF_0at5I/hqdefault.jpg,Suga,,213,,active,1118213,316881
bomb-127,[BANGTAN BOMB] 'Fix You'(Original Song: Coldplay) Stage CAM (BTS focus) @ MTV Unplugged - BTS(방탄소년단),2021-03-10,2021-03-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=JvpPKy2nyyk,https://img.youtube.com/vi/JvpPKy2nyyk/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,302,,active,3267920,444374
bomb-128,[BANGTAN BOMB] 'Dynamite' Stage CAM (j-hope & V focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-10,2021-03-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=Ey7tIk05f2E,https://img.youtube.com/vi/Ey7tIk05f2E/hqdefault.jpg,J-Hope|V,,207,,active,1787548,371666
bomb-129,[BANGTAN BOMB] 'Dynamite' Stage CAM (Jin & SUGA focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-10,2021-03-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=HoMAsXuPDog,https://img.youtube.com/vi/HoMAsXuPDog/hqdefault.jpg,Jin|Suga,,207,,active,1325691,377370
bomb-130,[BANGTAN BOMB] 'Dynamite' Stage CAM (Jimin & RM & Jung Kook focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-10,2021-03-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=DonIKXPxJXM,https://img.youtube.com/vi/DonIKXPxJXM/hqdefault.jpg,RM|Jimin|Jungkook,,207,,active,2345104,442684
bomb-131,[BANGTAN BOMB] 'Dynamite' Stage CAM (BTS focus) @ MTV Unplugged - BTS (방탄소년단),2021-03-10,2021-03-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=LHS9Jo-n3k8,https://img.youtube.com/vi/LHS9Jo-n3k8/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,207,,active,1836586,403576
bomb-132,[BANGTAN BOMB] Decorating Our Photo Cards - BTS (방탄소년단),2021-02-21,2021-02-21,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=-6BU76ZYi70,https://img.youtube.com/vi/-6BU76ZYi70/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,812,,active,3927862,800907
bomb-133,[BANGTAN BOMB] Professional Photobomber Jin - BTS (방탄소년단),2021-02-14,2021-02-14,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=OfgFXC6AomI,https://img.youtube.com/vi/OfgFXC6AomI/hqdefault.jpg,Jin,,102,,active,4047942,831346
bomb-134,[BANGTAN BOMB] Surprise Birthday Party for V - BTS (방탄소년단),2021-02-07,2021-02-07,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=X51EI1Jq7vg,https://img.youtube.com/vi/X51EI1Jq7vg/hqdefault.jpg,V,,172,,active,12678139,1608496
bomb-135,[BANGTAN BOMB] SUGA's Daechwita Sword Dance Practice - BTS (방탄소년단),2021-01-31,2021-01-31,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=-NJsyBz8bGI,https://img.youtube.com/vi/-NJsyBz8bGI/hqdefault.jpg,Suga,,247,,active,12098012,1925638
bomb-136,[BANGTAN BOMB] Happy Birthday Jin! - BTS (방탄소년단),2021-01-23,2021-01-23,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=bHrHkugT8vM,https://img.youtube.com/vi/bHrHkugT8vM/hqdefault.jpg,Jin,,175,,active,13223000,1594987
bomb-137,[BANGTAN BOMB] You Have a Meow-sitor! - BTS (방탄소년단),2021-01-20,2021-01-20,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=0En2APxeTT8,https://img.youtube.com/vi/0En2APxeTT8/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,88,,active,5815273,1052291
bomb-138,[BANGTAN BOMB] What Happens When BTS is Given A Camera - BTS (방탄소년단),2021-01-15,2021-01-15,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=ox4IrGmcy20,https://img.youtube.com/vi/ox4IrGmcy20/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,107,,active,5155854,877948
bomb-139,[BANGTAN BOMB] What's Written on Jin and Jung Kook's stuff? - BTS (방탄소년단),2021-01-12,2021-01-12,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=KxWnwft0FTA,https://img.youtube.com/vi/KxWnwft0FTA/hqdefault.jpg,Jin|Jungkook,,226,,active,5909241,871519
bomb-140,[BANGTAN BOMB] Which Glasses Should RM Wear? - BTS (방탄소년단),2021-01-09,2021-01-09,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=9UuVVwBoeOc,https://img.youtube.com/vi/9UuVVwBoeOc/hqdefault.jpg,RM,,88,,active,4303496,802454
bomb-141,[BANGTAN BOMB] 7 Different Poses for 7 - BTS (방탄소년단),2021-01-06,2021-01-06,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=fFGOIy59b4c,https://img.youtube.com/vi/fFGOIy59b4c/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,100,,active,5674772,826373
bomb-142,[BANGTAN BOMB] JK the Acting Pro - BTS (방탄소년단),2021-01-03,2021-01-03,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=aRNN-OQsDZ8,https://img.youtube.com/vi/aRNN-OQsDZ8/hqdefault.jpg,Jungkook,,224,,active,6705677,1070781
bomb-143,[BANGTAN BOMB] Happy New Year 2021 - BTS (방탄소년단),2020-12-31,2020-12-31,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=49qk_V6uW-M,https://img.youtube.com/vi/49qk_V6uW-M/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,866,,active,6019561,1100726
bomb-144,[BANGTAN BOMB] Run RM Run - BTS (방탄소년단),2020-12-27,2020-12-27,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=KdsHEtnAk4A,https://img.youtube.com/vi/KdsHEtnAk4A/hqdefault.jpg,RM,,58,,active,4384328,815245
bomb-145,[BANGTAN BOMB] 'Black Swan' Stage CAM (Jung Kook focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=Zi3u2fOE9Hs,https://img.youtube.com/vi/Zi3u2fOE9Hs/hqdefault.jpg,Jungkook,,201,,active,2606371,402905
bomb-146,[BANGTAN BOMB] 'Black Swan' Stage CAM (Jimin focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=xAZiIV-jUqs,https://img.youtube.com/vi/xAZiIV-jUqs/hqdefault.jpg,Jimin,,201,,active,2649738,292753
bomb-147,[BANGTAN BOMB] 'Black Swan' Stage CAM (Jin focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=bERc5rCoaNY,https://img.youtube.com/vi/bERc5rCoaNY/hqdefault.jpg,Jin,,201,,active,1344812,261690
bomb-148,[BANGTAN BOMB] 'Black Swan' Stage CAM (j-hope focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=l3m9n5OjYdE,https://img.youtube.com/vi/l3m9n5OjYdE/hqdefault.jpg,J-Hope,,201,,active,985369,231204
bomb-149,[BANGTAN BOMB] 'Black Swan' Stage CAM (V focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=RyERuO1dzVM,https://img.youtube.com/vi/RyERuO1dzVM/hqdefault.jpg,V,,201,,active,3086352,434281
bomb-150,[BANGTAN BOMB] 'Black Swan' Stage CAM (RM focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=41Gr29yM40Y,https://img.youtube.com/vi/41Gr29yM40Y/hqdefault.jpg,RM,,201,,active,1031781,291907
bomb-151,[BANGTAN BOMB] 'Black Swan' Stage CAM (BTS focus) @ 2020 SBS 가요대전 - BTS (방탄소년단),2020-12-26,2020-12-26,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=k4pUiRQbIVc,https://img.youtube.com/vi/k4pUiRQbIVc/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,201,,active,3175006,564898
bomb-152,[BANGTAN BOMB] Behind Story of V's Tattoo - BTS (방탄소년단),2020-12-23,2020-12-23,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=PB7g57rbMjQ,https://img.youtube.com/vi/PB7g57rbMjQ/hqdefault.jpg,V,,76,,active,5669520,963145
bomb-153,[BANGTAN BOMB] Playing with a Megaphone - BTS (방탄소년단),2020-12-22,2020-12-22,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=mbld1PgQ_Vg,https://img.youtube.com/vi/mbld1PgQ_Vg/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,94,,active,4003714,796174
bomb-154,[BANGTAN BOMB] Grammy Nomination Night - BTS (방탄소년단),2020-12-15,2020-12-15,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=m1aAyKMVUUU,https://img.youtube.com/vi/m1aAyKMVUUU/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,418,,active,19123240,1967014
bomb-155,[BANGTAN BOMB] 'Dynamite' Dance Break (BTS focus) @ 2020 MMA - BTS (방탄소년단),2020-12-12,2020-12-12,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=-EI83gXrmjc,https://img.youtube.com/vi/-EI83gXrmjc/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,140,,active,8149166,815381
bomb-156,[BANGTAN BOMB] Welcome to 'BTS POP-UP : MAP OF THE SOUL Showcase in SEOUL' - BTS (방탄소년단),2020-12-10,2020-12-10,,Bangtan Bomb,Bangtan Bombs,,https://www.youtube.com/watch?v=PEWbNZvdEao,https://img.youtube.com/vi/PEWbNZvdEao/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,433,,active,6117589,979410
